DATUM_ABSTIMMUNG;VORLAGE_BEZEICHNUNG;VORLAGEART_CODE;VORLAGEART_BEZEICHNUNG;BEZIRK_NR;BEZIRK_NAME;BFS_NR_GEMEINDE;GEMEINDE_NAME;STIMMBERECHTIGTE;EINGELEGTE_STIMMEN;LEERE_STIMMEN;UNGUELTIGE_STIMMEN;GUELTIGE_STIMMEN;JA_STIMMEN;NEIN_STIMMEN;STIMMBETEILIGUNG
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2005;Kreuzlingen;4683;Lengwil;841;314;9;0;305;102;203;37.34
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2006;Münchwilen;4741;Lommis;735;284;8;1;275;116;159;38.64
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2007;Steckborn;4826;Mammern;339;172;6;0;166;76;90;50.74
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2008;Weinfelden;4941;Märstetten;1654;724;13;0;711;370;341;43.77
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2004;Frauenfeld;4591;Matzingen;1545;497;11;4;482;221;261;32.17
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2007;Steckborn;4831;Müllheim;1735;589;14;22;553;243;310;33.95
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2006;Münchwilen;4746;Münchwilen;2980;977;25;14;938;451;487;32.79
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2005;Kreuzlingen;4691;Münsterlingen;1457;641;26;13;602;278;324;43.99
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2004;Frauenfeld;4601;Neunforn;741;327;14;0;313;128;185;44.13
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2007;Steckborn;4841;Pfyn;1358;529;8;2;519;207;312;38.95
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2007;Steckborn;4846;Raperswilen;285;114;2;0;112;35;77;40
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2006;Münchwilen;4751;Rickenbach b. Wil;1472;473;21;2;450;224;226;32.13
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2001;Arbon;4431;Roggwil;1954;760;13;5;742;321;421;38.89
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2001;Arbon;4436;Romanshorn;5859;2336;70;24;2242;934;1308;39.87
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2007;Steckborn;4851;Salenstein;790;389;5;0;384;166;218;49.24
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2001;Arbon;4441;Salmsach;802;266;5;4;257;96;161;33.17
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2003;Diessenhofen;4546;Schlatt;1097;473;18;0;455;134;321;43.12
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2006;Münchwilen;4756;Schönholzerswilen;533;237;2;3;232;104;128;44.47
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2006;Münchwilen;4761;Sirnach;4287;1557;38;38;1481;690;791;36.32
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2001;Arbon;4446;Sommeri;378;161;11;0;150;58;92;42.59
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2007;Steckborn;4864;Steckborn;2153;899;25;17;857;355;502;41.76
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2004;Frauenfeld;4606;Stettfurt;790;339;8;4;327;185;142;42.91
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2002;Bischofszell;4506;Sulgen;2168;857;26;7;824;381;443;39.53
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2005;Kreuzlingen;4696;Tägerwilen;2036;797;24;14;759;310;449;39.15
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2004;Frauenfeld;4611;Thundorf;931;340;11;0;329;133;196;36.52
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2006;Münchwilen;4776;Tobel-Tägerschen;938;379;9;21;349;130;219;40.41
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2004;Frauenfeld;4616;Uesslingen-Buch;778;297;8;0;289;104;185;38.17
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2001;Arbon;4451;Uttwil;1122;508;9;10;489;200;289;45.28
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2007;Steckborn;4871;Wagenhausen;1080;426;22;0;404;135;269;39.44
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2005;Kreuzlingen;4701;Wäldi;690;318;8;3;307;112;195;46.09
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2006;Münchwilen;4781;Wängi;2754;1079;34;26;1019;441;578;39.18
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2004;Frauenfeld;4621;Warth-Weiningen;918;415;12;7;396;183;213;45.21
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2008;Weinfelden;4946;Weinfelden;6808;2944;81;40;2823;1784;1039;43.24
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2008;Weinfelden;4951;Wigoltingen;1505;563;7;0;556;266;290;37.41
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2006;Münchwilen;4786;Wilen;1390;503;14;4;485;280;205;36.19
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2006;Münchwilen;4791;Wuppenau;721;286;6;2;278;112;166;39.67
2009.09.27;Gesetz betreffend die Änderung des Einführungsgesetzes zum Schweizer Zivilgesetzbuch;4;Fakultatives Referendum;2002;Bischofszell;4511;Zihlschlacht-Sitterdorf;1399;520;5;6;509;197;312;37.17
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2004;Frauenfeld;4551;Aadorf;5456;2085;21;65;1999;1041;958;38.21
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2006;Münchwilen;4711;Affeltrangen;1537;609;3;0;606;299;307;39.62
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2005;Kreuzlingen;4641;Altnau;1258;499;7;0;492;215;277;39.67
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2008;Weinfelden;4881;Amlikon-Bissegg;917;400;11;8;381;189;192;43.62
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2002;Bischofszell;4461;Amriswil;7014;2567;39;31;2497;1048;1449;36.6
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2001;Arbon;4401;Arbon;7934;3072;41;62;2969;1183;1786;38.72
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2003;Diessenhofen;4536;Basadingen-Schlattingen;1157;477;7;3;467;270;197;41.23
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2008;Weinfelden;4891;Berg;2077;822;3;13;806;363;443;39.58
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2007;Steckborn;4801;Berlingen;566;285;8;4;273;114;159;50.35
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2006;Münchwilen;4716;Bettwiesen;686;261;0;0;261;138;123;38.05
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2006;Münchwilen;4721;Bichelsee-Balterswil;1804;670;6;5;659;337;322;37.14
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2008;Weinfelden;4901;Birwinken;914;395;4;4;387;141;246;43.22
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2002;Bischofszell;4471;Bischofszell;3463;1367;16;13;1338;514;824;39.47
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2005;Kreuzlingen;4643;Bottighofen;1262;662;8;4;650;288;362;52.46
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2006;Münchwilen;4723;Braunau;471;216;7;2;207;105;102;45.86
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2008;Weinfelden;4911;Bürglen;2027;834;14;21;799;301;498;41.14
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2008;Weinfelden;4921;Bussnang;1472;589;10;1;578;272;306;40.01
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2003;Diessenhofen;4545;Diessenhofen;1957;992;42;0;950;537;413;50.69
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2001;Arbon;4406;Dozwil;381;204;3;1;200;76;124;53.54
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2001;Arbon;4411;Egnach;2948;1231;12;11;1208;454;754;41.76
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2002;Bischofszell;4476;Erlen;1990;695;0;10;685;305;380;34.92
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2005;Kreuzlingen;4646;Ermatingen;1775;757;13;1;743;306;437;42.65
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2007;Steckborn;4806;Eschenz;1122;450;7;0;443;235;208;40.11
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2006;Münchwilen;4724;Eschlikon;2650;1065;15;25;1025;565;460;40.19
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2004;Frauenfeld;4561;Felben-Wellhausen;1566;572;4;13;555;218;337;36.53
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2006;Münchwilen;4726;Fischingen;1869;787;9;7;771;358;413;42.11
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2004;Frauenfeld;4566;Frauenfeld;14750;6345;93;63;6189;2792;3397;43.02
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2004;Frauenfeld;4571;Gachnang;2309;951;18;3;930;492;438;41.19
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2005;Kreuzlingen;4651;Gottlieben;178;81;1;1;79;39;40;45.51
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2005;Kreuzlingen;4656;Güttingen;934;420;3;6;411;154;257;44.97
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2002;Bischofszell;4486;Hauptwil-Gottshaus;1220;444;5;1;438;188;250;36.39
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2001;Arbon;4416;Hefenhofen;818;306;0;12;294;111;183;37.41
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2007;Steckborn;4811;Herdern;684;293;4;3;286;125;161;42.84
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2002;Bischofszell;4495;Hohentannen;404;159;3;0;156;58;98;39.36
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2007;Steckborn;4816;Homburg;1060;440;12;7;421;217;204;41.51
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2001;Arbon;4421;Horn;1739;719;9;4;706;419;287;41.35
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2004;Frauenfeld;4590;Hüttlingen;606;258;3;3;252;98;154;42.57
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2007;Steckborn;4821;Hüttwilen;1019;500;10;4;486;216;270;49.07
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2005;Kreuzlingen;4666;Kemmental;1531;573;9;2;562;231;331;37.43
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2001;Arbon;4426;Kesswil;630;330;5;3;322;146;176;52.38
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2002;Bischofszell;4501;Kradolf-Schönenberg;2095;789;6;2;781;335;446;37.66
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2005;Kreuzlingen;4671;Kreuzlingen;8272;3371;54;63;3254;1385;1869;40.75
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2005;Kreuzlingen;4681;Langrickenbach;759;319;2;0;317;113;204;42.03
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2005;Kreuzlingen;4683;Lengwil;841;336;4;0;332;104;228;39.95
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2006;Münchwilen;4741;Lommis;735;286;3;1;282;145;137;38.91
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2007;Steckborn;4826;Mammern;339;176;2;0;174;98;76;51.92
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2008;Weinfelden;4941;Märstetten;1654;729;11;0;718;306;412;44.07
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2004;Frauenfeld;4591;Matzingen;1545;508;5;4;499;245;254;32.88
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2007;Steckborn;4831;Müllheim;1735;598;2;23;573;288;285;34.47
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2006;Münchwilen;4746;Münchwilen;2980;1008;17;16;975;516;459;33.83
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2005;Kreuzlingen;4691;Münsterlingen;1457;648;9;13;626;249;377;44.47
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2004;Frauenfeld;4601;Neunforn;741;333;9;0;324;183;141;44.94
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2007;Steckborn;4841;Pfyn;1358;533;4;1;528;245;283;39.25
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2007;Steckborn;4846;Raperswilen;285;114;0;0;114;51;63;40
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2006;Münchwilen;4751;Rickenbach b. Wil;1472;497;4;3;490;272;218;33.76
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2001;Arbon;4431;Roggwil;1954;772;4;5;763;333;430;39.51
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2001;Arbon;4436;Romanshorn;5859;2372;25;23;2324;868;1456;40.48
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2007;Steckborn;4851;Salenstein;790;384;2;0;382;165;217;48.61
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2001;Arbon;4441;Salmsach;802;272;2;4;266;92;174;33.92
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2003;Diessenhofen;4546;Schlatt;1097;475;26;0;449;280;169;43.3
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2006;Münchwilen;4756;Schönholzerswilen;533;240;1;3;236;102;134;45.03
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2006;Münchwilen;4761;Sirnach;4287;1585;22;35;1528;843;685;36.97
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2001;Arbon;4446;Sommeri;378;162;2;0;160;57;103;42.86
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2007;Steckborn;4864;Steckborn;2153;904;10;17;877;392;485;41.99
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2004;Frauenfeld;4606;Stettfurt;790;352;3;4;345;194;151;44.56
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2002;Bischofszell;4506;Sulgen;2168;881;7;9;865;352;513;40.64
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2005;Kreuzlingen;4696;Tägerwilen;2036;809;11;14;784;300;484;39.73
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2004;Frauenfeld;4611;Thundorf;931;351;7;0;344;155;189;37.7
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2006;Münchwilen;4776;Tobel-Tägerschen;938;375;8;21;346;179;167;39.98
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2004;Frauenfeld;4616;Uesslingen-Buch;778;339;9;0;330;152;178;43.57
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2001;Arbon;4451;Uttwil;1122;523;6;10;507;224;283;46.61
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2007;Steckborn;4871;Wagenhausen;1080;438;10;2;426;219;207;40.56
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2005;Kreuzlingen;4701;Wäldi;690;320;3;3;314;114;200;46.38
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2006;Münchwilen;4781;Wängi;2754;1113;14;29;1070;498;572;40.41
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2004;Frauenfeld;4621;Warth-Weiningen;918;428;8;7;413;184;229;46.62
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2008;Weinfelden;4946;Weinfelden;6808;2985;37;38;2910;1357;1553;43.85
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2008;Weinfelden;4951;Wigoltingen;1505;549;5;4;540;221;319;36.48
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2006;Münchwilen;4786;Wilen;1390;537;10;4;523;337;186;38.63
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2006;Münchwilen;4791;Wuppenau;721;287;3;2;282;123;159;39.81
2009.09.27;Gesetz betreffend die Änderung des Gesetzes über die Staats- und Gemeindesteuern (Steuergesetz);4;Fakultatives Referendum;2002;Bischofszell;4511;Zihlschlacht-Sitterdorf;1399;521;5;7;509;198;311;37.24
2009.11.29;Gesetz betreffend die Änderung der Verfassung des Kantons Thurgau;3;Obligatorisches Referendum;2004;Frauenfeld;4551;Aadorf;5475;2514;105;90;2319;1554;765;45.92
2009.11.29;Gesetz betreffend die Änderung der Verfassung des Kantons Thurgau;3;Obligatorisches Referendum;2006;Münchwilen;4711;Affeltrangen;1563;847;23;6;818;475;343;54.19
2009.11.29;Gesetz betreffend die Änderung der Verfassung des Kantons Thurgau;3;Obligatorisches Referendum;2005;Kreuzlingen;4641;Altnau;1266;611;25;2;584;370;214;48.26
2009.11.29;Gesetz betreffend die Änderung der Verfassung des Kantons Thurgau;3;Obligatorisches Referendum;2008;Weinfelden;4881;Amlikon-Bissegg;925;503;10;3;490;297;193;54.38
2009.11.29;Gesetz betreffend die Änderung der Verfassung des Kantons Thurgau;3;Obligatorisches Referendum;2002;Bischofszell;4461;Amriswil;7030;3184;107;68;3009;1634;1375;45.29
2009.11.29;Gesetz betreffend die Änderung der Verfassung des Kantons Thurgau;3;Obligatorisches Referendum;2001;Arbon;4401;Arbon;8003;3643;171;61;3411;2325;1086;45.52
2009.11.29;Gesetz betreffend die Änderung der Verfassung des Kantons Thurgau;3;Obligatorisches Referendum;2003;Diessenhofen;4536;Basadingen-Schlattingen;1158;787;31;19;737;205;532;67.96
2009.11.29;Gesetz betreffend die Änderung der Verfassung des Kantons Thurgau;3;Obligatorisches Referendum;2008;Weinfelden;4891;Berg;2093;1127;33;19;1075;684;391;53.85
2009.11.29;Gesetz betreffend die Änderung der Verfassung des Kantons Thurgau;3;Obligatorisches Referendum;2007;Steckborn;4801;Berlingen;568;348;10;7;331;115;216;61.27
2009.11.29;Gesetz betreffend die Änderung der Verfassung des Kantons Thurgau;3;Obligatorisches Referendum;2006;Münchwilen;4716;Bettwiesen;694;346;4;5;337;241;96;49.86
2009.11.29;Gesetz betreffend die Änderung der Verfassung des Kantons Thurgau;3;Obligatorisches Referendum;2006;Münchwilen;4721;Bichelsee-Balterswil;1813;895;22;10;863;587;276;49.37
2009.11.29;Gesetz betreffend die Änderung der Verfassung des Kantons Thurgau;3;Obligatorisches Referendum;2008;Weinfelden;4901;Birwinken;908;501;13;4;484;262;222;55.18
2009.11.29;Gesetz betreffend die Änderung der Verfassung des Kantons Thurgau;3;Obligatorisches Referendum;2002;Bischofszell;4471;Bischofszell;3473;1751;42;34;1675;718;957;50.42
2009.11.29;Gesetz betreffend die Änderung der Verfassung des Kantons Thurgau;3;Obligatorisches Referendum;2005;Kreuzlingen;4643;Bottighofen;1271;776;24;5;747;523;224;61.05
2009.11.29;Gesetz betreffend die Änderung der Verfassung des Kantons Thurgau;3;Obligatorisches Referendum;2006;Münchwilen;4723;Braunau;462;246;15;3;228;133;95;53.25
2009.11.29;Gesetz betreffend die Änderung der Verfassung des Kantons Thurgau;3;Obligatorisches Referendum;2008;Weinfelden;4911;Bürglen;2016;947;29;21;897;580;317;46.97
