DATUM_ABSTIMMUNG;VORLAGE_BEZEICHNUNG;VORLAGEART_CODE;VORLAGEART_BEZEICHNUNG;BEZIRK_NR;BEZIRK_NAME;BFS_NR_GEMEINDE;GEMEINDE_NAME;STIMMBERECHTIGTE;EINGELEGTE_STIMMEN;LEERE_STIMMEN;UNGUELTIGE_STIMMEN;GUELTIGE_STIMMEN;JA_STIMMEN;NEIN_STIMMEN;STIMMBETEILIGUNG
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2004;Frauenfeld;4551;Aadorf;4923;1969;64;41;1864;846;1018;40
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2006;Münchwilen;4711;Affeltrangen;1418;616;8;16;592;223;369;43.44
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2005;Kreuzlingen;4641;Altnau;1204;512;12;5;495;219;276;42.52
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2008;Weinfelden;4881;Amlikon-Bissegg;806;363;8;0;355;143;212;45.04
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2002;Bischofszell;4461;Amriswil;6683;2564;72;34;2458;999;1459;38.37
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2001;Arbon;4401;Arbon;7565;2896;79;62;2755;1117;1638;38.28
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2003;Diessenhofen;4536;Basadingen-Schlattingen;1076;523;13;6;504;205;299;48.61
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2008;Weinfelden;4891;Berg;1962;865;17;5;843;353;490;44.09
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2007;Steckborn;4801;Berlingen;527;261;3;3;255;105;150;49.53
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2006;Münchwilen;4716;Bettwiesen;626;284;2;2;280;114;166;45.37
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2006;Münchwilen;4721;Bichelsee-Balterswil;1679;785;9;3;773;301;472;46.75
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2008;Weinfelden;4901;Birwinken;849;363;3;5;355;129;226;42.76
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2002;Bischofszell;4471;Bischofszell;3374;1330;29;17;1284;520;764;39.42
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2005;Kreuzlingen;4643;Bottighofen;1235;608;3;1;604;304;300;49.23
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2006;Münchwilen;4723;Braunau;470;224;3;3;218;78;140;47.66
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2008;Weinfelden;4911;Bürglen;1859;750;12;6;732;297;435;40.34
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2008;Weinfelden;4921;Bussnang;1417;653;17;0;636;226;410;46.08
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2003;Diessenhofen;4545;Diessenhofen;1840;833;21;0;812;361;451;45.27
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2001;Arbon;4406;Dozwil;323;166;1;0;165;47;118;51.39
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2001;Arbon;4411;Egnach;2749;1216;31;17;1168;470;698;44.23
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2002;Bischofszell;4476;Erlen;1840;698;7;8;683;263;420;37.93
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2005;Kreuzlingen;4646;Ermatingen;1647;709;12;1;696;291;405;43.05
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2007;Steckborn;4806;Eschenz;1040;443;8;0;435;176;259;42.6
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2006;Münchwilen;4724;Eschlikon;2350;1093;22;8;1063;467;596;46.51
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2004;Frauenfeld;4561;Felben-Wellhausen;1427;560;7;10;543;214;329;39.24
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2006;Münchwilen;4726;Fischingen;1818;800;12;7;781;292;489;44
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2004;Frauenfeld;4566;Frauenfeld;13944;6184;276;18;5890;2751;3139;44.35
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2004;Frauenfeld;4571;Gachnang;2217;995;25;0;970;432;538;44.88
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2005;Kreuzlingen;4651;Gottlieben;175;91;3;1;87;40;47;52
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2005;Kreuzlingen;4656;Güttingen;874;413;9;3;401;177;224;47.25
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2002;Bischofszell;4486;Hauptwil-Gottshaus;1236;478;5;3;470;185;285;38.67
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2001;Arbon;4416;Hefenhofen;751;308;12;5;291;106;185;41.01
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2007;Steckborn;4811;Herdern;635;297;13;8;276;117;159;46.77
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2002;Bischofszell;4495;Hohentannen;386;163;2;2;159;60;99;42.23
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2007;Steckborn;4816;Homburg;1019;421;7;7;407;143;264;41.32
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2001;Arbon;4421;Horn;1542;669;1;12;656;304;352;43.39
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2004;Frauenfeld;4590;Hüttlingen;599;316;8;0;308;133;175;52.75
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2007;Steckborn;4821;Hüttwilen;976;493;19;0;474;210;264;50.51
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2005;Kreuzlingen;4666;Kemmental;1456;597;14;0;583;222;361;41
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2001;Arbon;4426;Kesswil;605;278;8;1;269;127;142;45.95
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2002;Bischofszell;4501;Kradolf-Schönenberg;1907;809;24;1;784;339;445;42.42
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2005;Kreuzlingen;4671;Kreuzlingen;8342;3718;113;98;3507;1473;2034;44.57
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2005;Kreuzlingen;4681;Langrickenbach;700;278;15;1;262;97;165;39.71
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2005;Kreuzlingen;4683;Lengwil;794;319;6;0;313;118;195;40.18
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2006;Münchwilen;4741;Lommis;662;334;8;0;326;141;185;50.45
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2007;Steckborn;4826;Mammern;319;151;2;4;145;65;80;47.34
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2008;Weinfelden;4941;Märstetten;1524;664;18;15;631;278;353;43.57
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2004;Frauenfeld;4591;Matzingen;1468;575;12;5;558;242;316;39.17
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2007;Steckborn;4831;Müllheim;1561;617;6;33;578;220;358;39.53
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2006;Münchwilen;4746;Münchwilen;2829;1172;27;6;1139;539;600;41.43
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2005;Kreuzlingen;4691;Münsterlingen;1383;611;16;12;583;242;341;44.18
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2004;Frauenfeld;4601;Neunforn;704;355;18;0;337;152;185;50.43
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2007;Steckborn;4841;Pfyn;1208;492;13;2;477;204;273;40.73
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2007;Steckborn;4846;Raperswilen;272;119;0;0;119;36;83;43.75
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2006;Münchwilen;4751;Rickenbach b. Wil;1363;510;4;8;498;215;283;37.42
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2001;Arbon;4431;Roggwil;1795;753;12;0;741;311;430;41.95
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2001;Arbon;4436;Romanshorn;5457;2999;127;26;2846;1118;1728;54.96
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2007;Steckborn;4851;Salenstein;780;373;7;5;361;153;208;47.82
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2001;Arbon;4441;Salmsach;791;323;9;0;314;110;204;40.83
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2003;Diessenhofen;4546;Schlatt;1033;523;29;1;493;184;309;50.63
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2006;Münchwilen;4756;Schönholzerswilen;518;214;1;0;213;72;141;41.31
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2006;Münchwilen;4761;Sirnach;3965;1688;30;0;1658;648;1010;42.57
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2001;Arbon;4446;Sommeri;346;161;2;2;157;49;108;46.53
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2007;Steckborn;4864;Steckborn;2032;877;20;15;842;393;449;43.16
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2004;Frauenfeld;4606;Stettfurt;718;357;6;7;344;195;149;49.72
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2002;Bischofszell;4506;Sulgen;2083;914;14;0;900;353;547;43.88
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2005;Kreuzlingen;4696;Tägerwilen;1988;825;15;11;799;316;483;41.5
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2004;Frauenfeld;4611;Thundorf;880;372;8;0;364;144;220;42.27
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2006;Münchwilen;4776;Tobel-Tägerschen;874;408;9;8;391;140;251;46.68
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2004;Frauenfeld;4616;Uesslingen-Buch;743;338;7;0;331;137;194;45.49
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2001;Arbon;4451;Uttwil;986;465;12;7;446;179;267;47.16
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2007;Steckborn;4871;Wagenhausen;1072;471;19;1;451;172;279;43.94
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2005;Kreuzlingen;4701;Wäldi;630;300;12;0;288;122;166;47.62
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2006;Münchwilen;4781;Wängi;2658;1101;29;41;1031;461;570;41.42
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2004;Frauenfeld;4621;Warth-Weiningen;864;416;12;4;400;185;215;48.15
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2008;Weinfelden;4946;Weinfelden;6273;2914;61;35;2818;1229;1589;46.45
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2008;Weinfelden;4951;Wigoltingen;1402;572;13;4;555;233;322;40.8
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2006;Münchwilen;4786;Wilen;1251;545;13;3;529;226;303;43.57
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2006;Münchwilen;4791;Wuppenau;710;307;5;0;302;116;186;43.24
2004.05.16;Gesetz zum Vollzug der Bundesgesetzgebung über den Erwerb von Grundstücken durch Personen im Ausland;4;Fakultatives Referendum;2002;Bischofszell;4511;Zihlschlacht-Sitterdorf;1305;540;9;9;522;206;316;41.38
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2004;Frauenfeld;4551;Aadorf;4954;1438;16;45;1377;1132;245;29.03
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2006;Münchwilen;4711;Affeltrangen;1455;469;5;0;464;362;102;32.23
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2005;Kreuzlingen;4641;Altnau;1214;361;5;2;354;282;72;29.74
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2008;Weinfelden;4881;Amlikon-Bissegg;806;281;3;0;278;227;51;34.86
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2002;Bischofszell;4461;Amriswil;6709;1875;22;14;1839;1463;376;27.95
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2001;Arbon;4401;Arbon;7561;2830;109;72;2649;1896;753;37.43
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2003;Diessenhofen;4536;Basadingen-Schlattingen;1095;338;5;2;331;253;78;30.87
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2008;Weinfelden;4891;Berg;1983;678;5;16;657;558;99;34.19
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2007;Steckborn;4801;Berlingen;534;340;6;0;334;248;86;63.67
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2006;Münchwilen;4716;Bettwiesen;608;199;1;0;198;151;47;32.73
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2006;Münchwilen;4721;Bichelsee-Balterswil;1705;539;7;3;529;402;127;31.61
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2008;Weinfelden;4901;Birwinken;866;291;3;2;286;239;47;33.6
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2002;Bischofszell;4471;Bischofszell;3387;954;9;16;929;715;214;28.17
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2005;Kreuzlingen;4643;Bottighofen;1251;456;9;1;446;367;79;36.45
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2006;Münchwilen;4723;Braunau;469;197;3;3;191;134;57;42
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2008;Weinfelden;4911;Bürglen;1871;582;4;6;572;461;111;31.11
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2008;Weinfelden;4921;Bussnang;1409;546;4;0;542;475;67;38.75
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2003;Diessenhofen;4545;Diessenhofen;1857;581;13;0;568;424;144;31.29
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2001;Arbon;4406;Dozwil;329;159;0;0;159;125;34;48.33
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2001;Arbon;4411;Egnach;2786;1527;25;28;1474;1132;342;54.81
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2002;Bischofszell;4476;Erlen;1866;522;3;5;514;398;116;27.97
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2005;Kreuzlingen;4646;Ermatingen;1655;515;7;0;508;414;94;31.12
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2007;Steckborn;4806;Eschenz;1031;385;4;0;381;284;97;37.34
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2006;Münchwilen;4724;Eschlikon;2359;759;11;5;743;578;165;32.17
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2004;Frauenfeld;4561;Felben-Wellhausen;1442;393;7;3;383;308;75;27.25
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2006;Münchwilen;4726;Fischingen;1824;610;1;7;602;448;154;33.44
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2004;Frauenfeld;4566;Frauenfeld;14054;5507;150;59;5298;4174;1124;39.18
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2004;Frauenfeld;4571;Gachnang;2220;674;6;0;668;560;108;30.36
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2005;Kreuzlingen;4651;Gottlieben;175;74;1;0;73;61;12;42.29
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2005;Kreuzlingen;4656;Güttingen;879;305;7;4;294;232;62;34.7
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2002;Bischofszell;4486;Hauptwil-Gottshaus;1248;366;5;0;361;272;89;29.33
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2001;Arbon;4416;Hefenhofen;760;234;0;6;228;166;62;30.79
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2007;Steckborn;4811;Herdern;630;236;3;7;226;187;39;37.46
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2002;Bischofszell;4495;Hohentannen;394;120;0;2;118;98;20;30.46
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2007;Steckborn;4816;Homburg;1011;375;6;4;365;291;74;37.09
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2001;Arbon;4421;Horn;1541;521;6;7;508;404;104;33.81
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2004;Frauenfeld;4590;Hüttlingen;604;275;9;0;266;207;59;45.53
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2007;Steckborn;4821;Hüttwilen;968;356;8;3;345;260;85;36.78
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2005;Kreuzlingen;4666;Kemmental;1459;463;1;2;460;352;108;31.73
2004.11.28;Beschluss des Grossen Rates über das Kreditbegehren von 28.2 Mio. Franken für den Erweiterungsbau des Berufsbildungszentrums Weinfelden;3;Obligatorisches Referendum;2001;Arbon;4426;Kesswil;606;236;4;4;228;181;47;38.94
